Name,LONG,LAT,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,bio20
GenSP,-78.7291666666666,1.68750000000004,26.0188331604004,26.3906669616699,25.7373332977295,2735.00000000001,367.000000000001,96.0000000000006,42.2176170349121,1045,390.000000000001,996.000000000002,406.000000000001,7.25833368301392,90.1880416870117,26.790418624878,30.2040004730225,22.1560001373291,8.04800033569336,26.2546672821045,25.7773342132568,0.397276040532633
GenSP,-78.6458333333333,-3.47916666666663,21.6306667327881,21.9360008239746,21.2226676940918,1524,174,92.0000000000001,23.8807525634766,508,289,310,409.999999999999,10.2886667251587,88.4209976196289,27.9663772583007,27.7119998931885,16.0760002136231,11.6359996795654,21.6066665649414,21.8386669158936,0.716955689369516
GenSP,-78.6041666666666,-1.02083333333329,13.9246664047241,14.5006666183471,13.0033330917358,543.000000000003,70.0000000000001,20.0000000000004,34.5592575073238,186,70.0000000000016,142,70.0000000000016,12.1426668167114,83.6502304077148,62.8206253051758,21.4039993286132,6.88800001144408,14.515998840332,14.2433338165283,13.0033330917358,0.74618093667464
GenSP,-78.5625,-1.89583333333329,9.14283370971704,9.43400001525902,8.58066654205348,974.999999999985,110.999999999998,52.9999999999991,22.2566680908202,313.999999999995,182.999999999998,313.999999999976,240.999999999995,10.2276668548585,86.8517913818361,38.2627716064441,15.0520000457767,3.27600002288838,11.7760000228883,9.43400001525902,9.41266632080102,0.483246923352153
GenSP,-78.5625,-4.02083333333329,19.6816673278812,20.0580005645755,19.2086658477786,1389.00000000003,152.000000000003,89.0000000000032,18.6377162933347,425.000000000011,272.00000000001,301.000000000008,397.000000000006,9.858666419983,85.3416442871097,33.285636901855,25.9239997863773,14.3719997406008,11.5520000457764,19.6466674804691,19.8293342590335,0.719503970693593
GenSP,-78.5208333333333,-8.7708333333333,20.6138324737549,23.0653324127197,18.5273323059082,31.0000000000002,9,0,94.0430374145502,23,0,23,0,9.625,66.2696228027343,183.650817871094,28.3199996948242,13.7960004806519,14.5239992141724,23.0653324127197,19.5733337402343,0.815392489977505
GenSP,-78.4791666666666,0.604166666666709,15.7093334197997,16.0533332824706,15.4186668395995,1329.99999999999,179.999999999998,23.9999999999997,46.6286354064942,493.999999999995,117.999999999999,376,405.999999999996,8.09866714477542,89.1138381958009,25.8862380981443,20.2000007629393,11.1119995117186,9.08800125122073,15.8853340148924,15.6793336868285,0.535346329124723
GenSP,-78.4791666666666,-2.31249999999996,11.0900001525879,11.3879995346069,10.6026668548584,1366.00000000001,172.000000000001,70.0000000000003,29.3857040405274,478.000000000003,225.000000000001,400.000000000002,445.000000000003,9.41266632080078,86.2914047241211,34.2174758911133,16.7320003509521,5.82399988174437,10.9080009460449,10.9659996032715,11.242000579834,0.381300923489676
GenSP,-78.4791666666666,-2.85416666666663,15.3534994125368,15.6753330230714,14.7293338775636,1309.00000000001,166.000000000001,67.0000000000005,32.2391853332518,470.000000000003,203.000000000002,250.000000000001,460.000000000002,10.2663326263428,86.4460525512696,39.8184089660642,21.6119995117189,9.7360000610353,11.8759994506836,14.9833335876466,15.5339994430543,0.663899007685873
GenSP,-78.4791666666666,-5.85416666666663,19.9843330383301,20.4093322753906,19.3213329315185,916.000000000001,108,39.0000000000001,28.0301990509033,298,143,245,149,11.3126668930054,85.7799987792969,46.7184829711913,26.4680004119873,13.2799997329712,13.1880006790161,20.2280006408691,19.4400005340576,0.742682032799458
GenSP,-78.4375,-3.14583333333329,22.0396671295164,22.46866607666,21.495334625244,1814.99999999997,205.999999999998,100.999999999998,24.9418544769289,611.99999999999,322.999999999993,367.999999999992,503.999999999995,10.2193336486816,87.5842819213868,37.4230499267569,28.1040000915526,16.4360008239744,11.6679992675781,21.9293327331541,22.2346668243406,0.699752388620573
GenSP,-78.3958333333333,-0.145833333333291,16.0909996032714,16.1766662597656,15.9726667404174,793.000000000006,127.000000000001,9.00000000000011,52.8011016845703,330.000000000002,57.0000000000004,85.0000000000006,228.000000000001,12.2553329467773,89.2725372314453,12.4735498428349,23.079999923706,9.35200023651118,13.7279996871948,16.113332748413,16.07200050354,0.744490293804962
GenSP,-78.3958333333333,-2.85416666666663,21.4601669311521,21.9106655120847,20.8466663360594,1873.99999999998,211.999999999999,98.9999999999987,25.2923355102542,625.999999999994,335.999999999995,363.999999999995,530.999999999998,10.1943340301514,87.2503662109375,41.6621246337887,27.4880008697508,15.8039999008177,11.6840009689331,21.3433341979978,21.769332885742,0.700572961718046
GenSP,-78.3958333333333,-3.64583333333329,19.3873329162598,19.7786674499512,18.9226665496826,1467,180,77,25.8737277984619,493.999999999999,247,311,464.999999999999,9.93666648864746,86.2557907104492,32.9078216552734,25.5559997558594,14.03600025177,11.5199995040894,19.0939998626709,19.5266666412354,0.704515859185474
GenSP,-78.3958333333333,-6.35416666666663,16.9571666717529,17.3206672668456,16.3913326263427,814.000000000004,116,24.0000000000004,44.0905265808103,290.000000000001,81.000000000001,234.000000000001,81.000000000001,11.4916667938232,85.3764266967773,38.4777030944825,23.4599990844726,9.99999999999994,13.4599990844727,17.1666660308837,16.3913326263427,0.711963676779075
GenSP,-78.3125,-6.31249999999996,19.4584999084476,19.8906669616702,18.7833328247073,694.999999999967,102.999999999997,21.9999999999984,41.414291381837,256.999999999991,77.9999999999951,186.000000000007,77.9999999999951,11.5503330230713,85.9399795532228,47.9260330200213,25.8799991607669,12.4399995803836,13.4399995803833,19.8286666870121,18.7833328247073,0.744233692302471
GenSP,-78.2291666666666,-2.18749999999996,18.1669998168946,18.5006656646729,17.6753330230713,1935.00000000001,251.000000000001,105.000000000001,28.9791145324706,672.000000000003,329.000000000003,363.000000000003,655.000000000002,9.71000003814697,86.57275390625,33.4107780456543,24.1119995117188,12.8959999084473,11.2159996032715,17.8666667938233,18.2913322448731,0.589346870534237
GenSP,-78.2291666666666,-7.22916666666663,13.7763338088988,14.083999633789,13.3719997406005,888.000000000005,140.000000000001,14.0000000000002,59.6555786132811,363.000000000002,47.0000000000006,291.000000000001,47.0000000000006,13.8120002746582,86.3681869506836,27.8638019561769,21.2919998168944,5.30000019073478,15.9919996261596,13.8466663360595,13.3719997406005,0.524819566486514
GenSP,-78.1875,-2.10416666666663,18.6423339843748,18.9673328399657,18.1359996795653,2126.99999999996,271.999999999996,120.999999999996,27.1371116638191,724.99999999999,371.999999999989,410.999999999989,705.999999999991,9.5473337173462,86.5735626220703,34.060161590576,24.4400005340575,13.4119997024534,11.028000831604,18.3373336791991,18.7779998779295,0.547529793813143
GenSP,-78.1875,-2.35416666666663,20.3173332214352,20.747333526611,19.6920013427731,2170.99999999995,256.999999999998,121.999999999996,22.9028778076186,707.999999999993,405.999999999983,427.999999999986,657.999999999999,9.65600013732911,86.1835021972658,42.374027252196,26.1560001373288,14.9519996643063,11.2040004730225,19.9099998474118,20.5526676177975,0.632737645161502
GenSP,-78.1458333333333,-3.60416666666663,24.068166732788,24.4586658477782,23.5720005035399,2083.99999999999,223,133.999999999998,17.5332870483402,650,416.999999999995,490.999999999997,539.000000000004,10.2270002365112,88.2246475219726,34.2898292541502,30.0119991302489,18.4200000762938,11.5919990539551,23.9999999999999,24.2413330078124,0.657957355853268
GenSP,-78.1458333333333,-9.85416666666663,20.0081672668457,22.67799949646,17.7439994812012,27.9999999999997,7.99999999999989,0,94.2916183471673,21.9999999999997,0,21.9999999999997,0,9.45633316040036,63.7907028198241,200.331893920899,27.9279994964599,13.1040000915527,14.8239994049072,22.67799949646,18.7880001068115,0.81092289115232
GenSP,-78.1458333333333,-10.0625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
GenSP,-78.1041666666666,-1.02083333333329,16.8798332214356,17.1853332519531,16.3133335113526,2024,250,108,26.2507152557374,677,348.999999999999,403,645.000000000001,9.63500022888184,86.8644027709961,36.4046325683593,22.5559997558594,11.46399974823,11.0920000076294,16.5480003356934,16.9726676940918,0.523196720807602
GenSP,-78.1041666666666,-3.06249999999996,24.4301662445069,24.9379997253418,23.7320003509522,2347,262,151,20.3215274810791,754.000000000001,469.000000000002,528.000000000001,583.999999999999,9.91366672515869,86.4463424682617,48.0830154418946,30.2280006408692,18.7600002288819,11.4680004119873,24.2753334045411,24.7606658935547,0.633231621891045
GenSP,-78.1041666666666,-8.31249999999996,18.1421661376952,18.5786666870116,17.622667312622,353.000000000002,90.0000000000003,1,94.5243377685545,213.000000000001,6.00000000000006,213.000000000001,6.00000000000006,13.7129993438721,89.7682647705078,39.9053878784174,25.3239994049072,10.0480003356933,15.2759990692139,18.5786666870116,17.622667312622,0.679456332933593
GenSP,-78.1041666666666,-8.60416666666663,13.7074995040897,14.1099996566776,13.1466665267947,222.000000000002,54.0000000000006,0.999999999999943,85.2943038940437,127.000000000002,5.99999999999977,70.000000000005,6.00000000000011,14.2189998626708,88.0978851318359,41.8220520019545,21.2800006866458,5.13999986648597,16.140001296997,14.0926666259769,13.1466665267947,0.712845151116749
GenSP,-78.0625,2.10416666666671,26.0166664123535,26.3373336791992,25.8139991760254,4770,590,321.999999999998,18.9545440673829,1496,1058.99999999999,1368,1059,7.69599962234495,90.7119140625,22.5795440673828,30.496000289917,22.011999130249,8.48400115966795,26.1800003051758,25.8139991760254,0.303908531247742
GenSP,-77.9791666666666,-2.64583333333329,21.5428333282471,22.0739994049073,20.8913345336915,2340.00000000001,284,123.000000000001,26.4027538299559,794,390.000000000002,486.000000000002,742.999999999999,9.66100025177002,85.7383728027344,46.1821136474612,27.416000366211,16.1480007171631,11.2679996490479,21.1040000915528,21.8346672058106,0.598376469720712
GenSP,-77.8958333333333,-9.3958333333333,9.89299964904768,10.5086669921873,9.04933261871319,427.000000000002,109,0.999999999999929,93.785804748535,255.000000000001,4.99999999999993,255.000000000001,4.99999999999993,13.3506669998169,83.6298294067382,60.8164215087906,17.2520008087156,1.28799998760205,15.9640007019043,10.5086669921873,9.04933261871319,0.36105244427192
GenSP,-77.8541666666666,-7.0208333333333,15.3038330078124,15.6646661758422,14.9233331680297,989.000000000008,156.000000000001,23.0000000000004,53.319911956787,394.000000000002,78.0000000000012,311.000000000003,78.0000000000012,12.6083335876465,86.5243911743163,29.5183658599856,22.1959991455077,7.62400007247914,14.5719985961914,15.2519998550414,14.9233331680297,0.563853527735848
GenSP,-77.8125,7.27083333333338,26.2316665649414,26.8039989471436,25.7773323059082,3255,448.000000000003,18.9999999999984,63.7256393432621,1276.00000000001,69.9999999999982,174.999999999998,1198.00000000001,7.93666696548462,81.35164642334,41.8883018493651,31.4759998321533,21.7199993133545,9.75600051879882,25.8519992828369,26.5873336791992,0.696447544190434
GenSP,-77.8125,-5.2708333333333,21.7306671142579,22.0633335113527,21.252000808716,1514.00000000001,152.000000000002,100.000000000001,14.0863094329834,446.000000000004,325.000000000003,376.000000000003,354.000000000003,10.4720001220703,86.4311599731446,34.0311508178713,27.8159999847413,15.6999998092653,12.1160001754761,21.7313346862794,21.3466663360597,0.708644903414472
GenSP,-77.8125,-5.97916666666663,12.1081666946412,12.6473331451417,11.5366668701172,1366,171,69.9999999999997,26.3215541839601,434.999999999999,232.999999999999,379.999999999999,232.999999999999,10.845666885376,81.2774734497071,43.2852363586425,18.7520008087159,5.40799999237065,13.3440008163452,12.1053333282471,11.5366668701172,0.437356048980063
GenSP,-77.7708333333333,-10.6458333333333,19.3021659851074,22.416000366211,16.7220001220703,37.9999999999991,4.99999999999986,1.99999999999993,24.7165756225584,12.9999999999996,5.99999999999986,10.9999999999997,11.9999999999997,8.20899963378905,57.1657371520995,233.748947143555,27.0839996337891,12.7239999771118,14.3599996566772,17.033332824707,18.9206657409668,0.923630883906679
GenSP,-77.7291666666666,-9.2708333333333,9.72083377838157,10.2073335647585,9.04066658020044,471.000000000001,104,1,83.0594024658203,253.000000000001,6.00000000000009,252.999999999993,6.00000000000009,13.9309997558594,83.2795333862306,48.6048622131338,17.4720001220705,0.744000017643236,16.7280006408691,10.2073335647585,9.04066658020044,0.380846382548928
GenSP,-77.7291666666666,-10.3125,17.9618339538574,19.7913341522217,16.246000289917,79.000000000001,26.0000000000004,0,132.997161865235,68.0000000000009,0,68.0000000000009,1,10.3290004730225,73.5474166870118,144.083724975585,24.7600002288818,10.7159996032715,14.0440006256103,19.7913341522217,16.8413333892822,0.736933460310931
GenSP,-77.6875,-0.0208333333332913,16.0996665954591,16.3159999847414,15.7093334198,1726.00000000003,194.000000000004,89.0000000000013,23.8921642303469,548.000000000012,306.000000000004,341.000000000005,522.000000000011,9.69866657257078,88.6208572387695,25.946769714355,21.5279998779298,10.5839996337892,10.9440002441406,15.8646669387819,16.1153335571291,0.633180288411503
GenSP,-77.6458333333333,1.31250000000004,14.4841670989992,14.8380002975465,14.2586669921876,1449.00000000001,206,28.0000000000005,49.298889160156,566.000000000001,128.000000000002,448.000000000001,566.000000000001,8.49100017547605,91.1442642211913,24.1840686798099,19.0720005035402,9.75599956512466,9.31600093841551,14.2586669921876,14.4300003051759,0.379021540065927
GenSP,-77.6458333333333,-10.8958333333333,19.0725002288818,22.4586677551269,16.2180004119873,40.9999999999989,5.99999999999986,1,31.2216091156007,14.9999999999996,5.99999999999986,10.9999999999996,14.9999999999996,8.20966625213617,54.848117828369,256.803833007812,27.2040004730224,12.2360000610352,14.9680004119872,16.4813327789307,18.6966667175294,0.916082694025682
GenSP,-77.6041666666666,-10.3541666666666,18.091833114624,19.909999847412,16.3886661529541,99.0000000000027,30.0000000000012,0,123.789039611817,79.0000000000025,0,79.0000000000025,2,10.1596670150757,73.070106506348,143.074417114256,24.8279991149902,10.9239997863769,13.9039993286133,19.909999847412,16.9933338165283,0.740456964147155
GenSP,-77.5208333333333,-1.89583333333329,23.7783336639404,24.2306671142578,23.0526657104492,3839,407,255,15.3529109954834,1140,785,895,1034,9.52266693115234,87.2358627319336,47.9289436340332,29.2719993591309,18.3559989929199,10.9160003662109,23.5666675567627,24.1353340148926,0.352571092259665
GenSP,-77.5208333333333,-8.72916666666663,9.59983348846428,10.069333076477,8.869999885559,665.000000000002,110.000000000001,9.99999999999976,58.8291130065922,281.000000000002,42.9999999999994,228.000000000005,42.9999999999994,13.6676664352417,83.6864242553711,53.063899993897,17.1119995117187,0.779999971389683,16.3319988250733,10.0646667480468,8.869999885559,0.462008335049964
GenSP,-77.4791666666666,2.85416666666671,26.3213329315186,26.6533336639404,26.0306663513184,5903.99999999999,618.999999999999,353.999999999998,18.6233367919922,1758,1111,1363,1628,8.39599990844728,89.7775802612305,24.6134147644043,31.1720008850098,21.8199996948242,9.35200119018556,26.0939998626709,26.6480007171631,0.249021599601517
GenSP,-77.4791666666666,1.56250000000004,21.7638339996339,22.170000076294,21.2793331146241,1843.99999999999,240.999999999998,54.9999999999994,38.6688194274903,660.999999999995,224.999999999998,257.999999999998,660.999999999995,9.4096670150757,86.9654846191406,36.572582244873,27.6480007171632,16.8279991149903,10.8200016021729,21.2793331146241,22.1200008392335,0.71359801441239
GenSP,-77.4791666666666,-2.27083333333329,24.4910011291504,24.9593334197998,23.7526664733887,3336,350,229,15.0203666687012,991,694,776,885,9.62533378601074,87.0598220825195,49.5676765441894,30.0200004577637,18.9640007019043,11.0559997558594,24.2873344421387,24.8899993896484,0.482395530465806
